"target_username","other_username","type"
"KameelAhmady","akshayk11339456","follower"
"issues","akt","follower"
"SEVDALIZA","akumafeelings","follower"
"tcsavunma","akurenadna21593","follower"
"HosseinRajabian","akvanian","following"
"AdilAbdAlMahdi","al_ardwi","follower"
"mahsamrabadi","al_bayynat","following"
"mahsamrabadi","al_bayynat2","following"
"TheSayed","al_firas999","follower"
"AdilAbdAlMahdi","al_hydr16787","follower"
"ALDERBYSHOW","al_kascom","follower"
"borhanimohsen1","al_sharifzadeh","following"
"nourialmalikiiq","al_thawaq","follower"
"sorenaofficial","al3_hacker","follower"
"manototv","al3151644276727","follower"
"ALDERBYSHOW","al3a6eeb","follower"
"AlBayanSports","al3mlaa81","follower"
"PahlavanAli","ala_ti_ti","follower"
"SamiBeigi","ala_tre6","follower"
"ALDERBYSHOW","alaaalwaly1","follower"
"SeppBlatter","alahly","following"
"SeppBlatter","alahlyenglish","following"
"SeppBlatter","alahlyfrancais","following"
"SamiBeigi","alahmdii9","follower"
"habibalkaabi1","alahwazireza","following"
"SAGES_Updates","alaina32h","follower"
"AlBayanSports","alainfcae","following"
"shahrumkashani","alaki_","following"
"OfficialMNamjoo","alalehkamranlaw","following"
"Zar_Amir","alamodrafthouse","following"
"HeshmatAlavi","alamsooz","follower"
"JanezLenarcic","alamyn39470","follower"
"SabrinaGhayour","alan_pez_perrie","follower"
"azarmajedi","alan1234454","follower"
"CAFCofficial","alanbro79651597","follower"
"HellyLuv","alanciwanc41267","follower"
"drdavidsamadi","alandersh","following"
"RJahanbegloo","alaneyre1","following"
"mehrdadraissi","alanwake","following"
"habibalkaabi1","alarabiya","following"
"nourialmalikiiq","alarabiya_brk","following"
"AnoushehAnsari","alarabiya_eng","follower"
"ardeshirpashang","alarabiya_fa","follower"
"masoudkazemi81","alarabytv","following"
"masoudkazemi81","alarabytv_brk","following"
"jtaimoorazy","alastairmurra18","follower"
"HeshmatAlavi","alavi2183","follower"
"alikarimi_ak8","alavibehrang","following"
"TheSayed","alawamiaqe84264","follower"
"nourialmalikiiq","albankaldawli","following"
"AlBayanSports","albayannews","follower"
"fft_official","albertcamus7700","follower"
"jtaimoorazy","albertomiguelf5","following"
"alirezajb7","albionroar","follower"
"HosseinRajabian","alborznazariz","follower"
"Jason_Jorjani","alchemyamerican","following"
"babakatwork","alcides","following"
"ICHRI","alcuiqieh23641","follower"
"sonitaalizadeh","aldesjonqueres","follower"
"morimahmoudi","aldo369369369","following"
"BehrouzBoochani","alduferi1969","follower"
"FIFPRO","aleaguewomen","following"
"shakilamusic","aleahmikul20525","follower"
"la_Biennale","aleborghi_","follower"
"rezjazz","alecbaldwln____","following"
"CathyManso","alecknowsads","following"
"Islam","aleemquran","follower"
"abb_abdi","alef20000","following"
"FMiraftab","alejandrareyesc","follower"
"ShazamAzam","alessandrobanfi","follower"
"yasminemotarjem","alex__ebert","following"
"HosseinRajabian","alex4380145476","follower"
"roohallahj","alex99889","follower"
"ShazamAzam","alexalemaitre","follower"
"FIFPRO","alexanderbielef","following"
"refugees","alexanderdecroo","following"
"raminkarimloo","alexanderklee","following"
"ICHRI","alexanderm18395","follower"
"hassaninmubarak","alexbozmorty","follower"
"AEK_FC_OFFICIAL","alexcallens06","following"
"asa","alexcurran95","follower"
"Jason_Jorjani","alexerventure","follower"
"Knifeworld","alexeygorboot","following"
"shahrumkashani","alexferra","following"
"CroSports_","alexholiga","following"
"music","alexiscast9tbz","follower"
"Islam","alexkaplan0","following"
"CroSports_","alexkennedynba","following"
"Nazli_Tabatabai","alexkrodriguez","follower"
"manoushz","alexlaughs","follower"
"SohrabAhmari","alexmarlow","follower"
"AlimbayevYerlan","alexnguyen15895","follower"
"LommelSKOff","alexp_ecb","follower"
"FIFPRO","alexphillips8","following"
"AzadehEnsha","alexpico","follower"
"HichkasOfficial","alexpombo489762","follower"
"SEVDALIZA","alexsteeleopal","following"
"TahaYasseri","alexvespi","follower"
"MrKheiron","alexvizorek","following"
"shahram_hds","alfa12365770","follower"
"ICHRI","alfie_james_","follower"
"ShahbanouFarah","alfirinmag52045","follower"
"AbtahiOmid","alfrewoodard","following"
"aliyanazarbaeva","alga_kazakhstan","following"
"nourialmalikiiq","alghadeer_tv","following"
"CameliaFard","alghadtv","following"
"AzadehEnsha","algonquinbooks","following"
"hassaninmubarak","algroonahmed","following"
"RghadSaddam","alhadath","follower"
"ummahfilms","alhassanhu41917","follower"
"AliAzimiMusic","alhdedeabd92383","follower"
"TheAFCCL","alhilal_en","following"
"TheAFCCL","alhilal_fc","following"
"TheAFCCL","alhilal_sg","following"
"HaiderAlAbadi","alhmdanykh57899","follower"
"hemmati_ir","alhosseini","follower"
"Islam","alhumma","follower"
"mr_geraei","ali__darghahi","follower"
"helalireza","ali__erfani110","follower"
"SAzmoun","ali_0909a","follower"
"Alirezatalischi","ali_94355","follower"
"drpezeshkian","ali_ahmadnia","follower"
"SayedModarresi","ali_al_najafy","following"
"nourialmalikiiq","ali_albadiri90","follower"
"Hyazdani_CH","ali_arsalan72","following"
"moltaf","ali_babaa1234","follower"
"hamidrasaee","ali_bitarafan5","follower"
"naderhabibi2","ali_cheshomi","following"
"AdilAbdAlMahdi","ali_damghani_84","follower"
"Golshifteh","ali_esmaili99","follower"
"HossainiSma","ali_f_alizada","follower"
"Hyazdani_CH","ali_geraei","following"
"Rezasadeghireal","ali_ghm1993","follower"
"parsapirouzfar","ali_hedielou","follower"
"dr_hsamsami","ali_khezrian","following"
"masoud_molavi","ali_koleini","follower"
"ebtekarm","ali_noorani_teh","following"
"meftah","ali_rajabi","follower"
"MasoudiYounes","ali_rezaei_sh","following"
"ShivaBoloorian","ali_sadeghloo","follower"
"ebtekarm","ali_shahoum","follower"
"sahardolatshahi","ali_tavakoli_28","following"
"aliyanazarbaeva","ali12793587","follower"
"ajavadiamoli","ali1427_rad","follower"
"tcsavunma","ali41766","follower"
"Ahmadinejad1956","ali564m50784","follower"
"HaiderAlAbadi","ali593633698253","follower"
"TheSayed","ali7osain","following"
"EddieRazaz","ali94185358","follower"
"Hyazdani_CH","aliaalei","following"
"UYI_fa","aliabc1500","follower"
"sardar_pashaei","aliabz429014","follower"
"asre_majles","aliahmadolfati","follower"
"SayedModarresi","alialahmed_en","following"
"SayedModarresi","alialahmedx","following"
"MehdiKhalaji","alialiraouf2","follower"
"RghadSaddam","alialjabiri","follower"
"RghadSaddam","alialkhalede","follower"
"Pey_keshavarzi","aliam_es","follower"
"TheSayed","aliamer20250","follower"
"mhhansari","aliamoayed","follower"
"dr_hsamsami","alian2025","follower"
"SaharValadbeygi","aliansari84","follower"
"rambodjavan1","aliaref_","follower"
"pouriazeraati","aliashtari9","following"
"rezjazz","aliashtiani12","follower"
"davood_eldeniz","aliaydinfromaz","following"
"Ahmadinejad1956","aliazarids","follower"
"HajipourShervin","aliazimimusic","follower"
"raisi_com","alibahaadori","follower"
"soleimanpour","alibarghi1","follower"
"roohallahj","alibazdarian","follower"
"TeamMelliIran","alibmii11","follower"
"mahsamrabadi","alibozorgian","following"
"Mahdikouchakof","alibptp","follower"
"la_Biennale","aliceciottolina","follower"
"PardisSabeti","aliceparkny","following"
"z_al","alicetheca7","follower"
"music","aliciakeys","following"
"ColoradoRapids","aliciamata77","follower"
"A_Jafarzadeh","aliciasummerstv","following"
"RezaDormishian","alie89700828","follower"
"rezahn56","aliebrahimzade_","following"
"jadi","aliereza","follower"
"manototv","aliesmaeilib","follower"
"pirouzhanachi","alietamedia","following"
"hosseinbastani","alighadimiai","following"
"mehrdadraissi","alighasemi0011","follower"
"shamaizadeh","alighazizade","following"
"sorenaofficial","alih1039071","follower"
"manotonews","alihamedanii","following"
"k_Mostafavi","alihamid27","follower"
"AshkanFadaei","alihaqiqi399879","follower"
"PouriaPoursorkh","alihars6","follower"
"PKhakpour","alihashem","following"
"dr_hsamsami","alihashemi78849","follower"
"ArzhangDavoodi","alihgh1393","following"
"shamaizadeh","alihoseini692","follower"
"Hossein_kanaani","aliibeyranvand","following"
"leilaforouhar","aliidaeii","following"
"CameliaFard","aliiiiinaderi8","follower"
"MarjanFarsad","aliiorgi","follower"
"BitaAlahyan","alijafarifo","follower"
"SAzmoun","alijalizi8","follower"
"rezahn56","alijan2056","follower"
"dastournezhad","alijannatpour","follower"
"shamaizadeh","alijoonz121","following"
"TheSayed","alijumadaaltha","follower"
"MasoudTaheri4","alikalaei62","follower"
"hassaninmubarak","alikalhamadi","following"
"ArminGhobadi","alikarimdoost91","follower"
"yazdanicherati","alikarimi_ak8","following"
"ShazamAzam","alikhani_reza","following"
"roohallahj","alikhosravani7","follower"
"ebtekarm","alilarijani_ir","following"
"OfficialToomaj","alimajidi65256","follower"
"jilabani","alimalihi","following"
"OAradwinwin","alimarouf153082","follower"
"RoyaTheWriter","alimeelad94","follower"
"mahdirasuli_ir","alimir43","follower"
"raisi_com","alimohammadkhn","follower"
"shahabedin76","alimojtahedzad3","following"
"sraissadat","alimokhtari102","follower"
"ShaunToub","alimotie1318","follower"
"Mfazeli114","alimoujani","following"
"Zeidabadi_Ahmad","alimr70141","follower"
"HichkasOfficial","alinaghi2018","following"
"IndypersianLife","alinazari42166","follower"
"fcesteghlaliran","alinazarij","following"
"SaharZand","alinejadmasih","following"
"habibalkaabi1","alinezhadi5","follower"
"RezaDormishian","alinhotornado1","follower"
"followupiran","alir33al","follower"
"abb_abdi","alirabiei_iran","following"
"KavehMadani","aliramez2","follower"
"mehrdadraissi","alire0860","follower"
"IndypersianLife","alireza__ziyaei","follower"
"MasoudTaheri4","alireza_arg","follower"
"JZarif","alireza_didani","follower"
"saeid_mohammad_","alireza_kh29320","follower"
"Rezasadeghireal","alireza_van","follower"
"Mahdikouchakof","alireza4759","follower"
"Zeidabadi_Ahmad","alireza48466967","follower"
"ArzhangDavoodi","alireza84808379","follower"
"dr_hsamsami","alirezaabasi_ir","following"
"RoyaTheWriter","alirezaakhondi","follower"
"SAzmoun","alirezaami58678","follower"
"HurieMoghadam","alirezaketabch3","follower"
"CameliaFard","alirezakiani2","follower"
"ajavadiamoli","alirezamm1992","follower"
"AnoushehAnsari","alirezanader","follower"
"Banisadr","alirezapunteha","follower"
"nouri_kasra","alirezaroashan","following"
"drpezeshkian","alirezasafarpo7","follower"
"mehrdadraissi","alirezasayeh","follower"
"behzadbolour","alirezasha","following"
"amir_jadidi","alirezashayest1","following"
"Hossein_kanaani","alirezaw_77","follower"
"helalireza","alirezaysf00","follower"
"hemmati_ir","alirostami89168","follower"
"MnMottaki","alisaberi1987","follower"
"raisi_com","alisajed465625","follower"
"TheAFCCL","alisakar030","follower"
"habibalkaabi1","alisakhravi80","follower"
"SayedModarresi","aliscorban","following"
"N_Khodakarami","alishakourirad","following"
"HosseinRajabian","alishariat1380","follower"
"alikarimi_ak8","alishiri272750","follower"
"SharghDaily","alisoleymaiii","follower"
"TahaYasseri","alisongopnik","following"
"ShappiKhorsandi","alisonspittle","following"
"SabrinaGhayour","alistai73159680","follower"
"mszarepour","alisteremcgrath","following"
"pirouzhanachi","alitabrizi","follower"
"fcesteghlaliran","alitajernia","following"
"davood_eldeniz","aliturk43880","follower"
"Firouz_Naderi","alivaez","following"
"fereshtehmol","alivesali","follower"
"FarzadFarzin2","alivrd","follower"
"statedept","aliyu_hass50470","follower"
"ColoradoRapids","aliyuhy00700404","follower"
"AlinejadMasih","alizafarha44881","follower"
"sirvan_khosravi","alizamaniyan","follower"
"Hossein_kanaani","aliziyak","following"
"PKhakpour","aljadahmedia","following"
"NazaninNour","aljadyf","follower"
"AlBayanSports","aljazirafc","following"
"AlBayanSports","aljazirafc_en","following"
"hassaninmubarak","alkasschannel","follower"
"hassaninmubarak","alkasstvsports","following"
"nourialmalikiiq","alkrdyhsn9718","follower"
"standupdan","all_kapped","follower"
"art","all90saltrock","following"
"hassaninmubarak","allaboutargyle","following"
"shahrak_ekbatan","allahbakhshii","follower"
"thebest","allanmau1992","follower"
"SayedModarresi","allawati","following"
"TheSayed","alldoaa110","following"
"Ahmadinejad1956","alleniverson","following"
"V_and_A","allforarmy","following"
"AbdolhamidNet","allhamjdy48220","follower"
"mr_halloo","allipayam","following"
"asa","allison61478051","follower"
"z_al","allocine","following"
"OfficialMNamjoo","allsongs","following"
"HaiderAlAbadi","alltyf_","follower"
"ShappiKhorsandi","allysonjsmith","following"
"FIFPRO","allytheluminus","follower"
"sraissadat","almaaward","following"
"talaashe","almaharel","following"
"Zar_Amir","almajallaar","following"
"SEVDALIZA","almanegrot","follower"
"issues","almergaw41256","follower"
"sirvan_khosravi","almghdmi","follower"
"davood_eldeniz","almirasalsa918","follower"
"AdilAbdAlMahdi","almlkzhyr76434","follower"
"TheSayed","almodarresisays","following"
"borzou","almonitor","follower"
"RghadSaddam","almuheb_39","follower"
"mahlaghajaberi","almww10","follower"
"AlBayanSports","alnasrsc","following"
"ALDERBYSHOW","alnassr_sg","follower"
"nahuelzn","alnassrfc","following"
"ALDERBYSHOW","alnassrfc_en","follower"
"mr_halloo","alokobra1643794","follower"
"azarmajedi","alon_mizrahi","following"
"siamakansarii","alooche","follower"
"davood_eldeniz","alooupi61211","follower"
"issues","alotlikebirds","follower"
"SEVDALIZA","alpacaaurelius","following"
"Sanjaribaf","alpacinoih","follower"
"KavehAkbar","alpaolucci","following"
"RJahanbegloo","alparsai","follower"
"SeppBlatter","alpeeoqiw49588","follower"
"saghi_ghahraman","alphard1black","following"
"CathyManso","alphawings","follower"
"LommelSKOff","alpiedeldeporte","follower"
"Nahavandian_ir","alpsina89","follower"
"CameliaFard","alqaheranewstv","following"
"nourialmalikiiq","alraqy51744","follower"
"habibalkaabi1","alrfat13271","follower"
"drdavidsamadi","alrob844287","follower"
"ALDERBYSHOW","alrthaan21","follower"
"nourialmalikiiq","alsafi_husien","follower"
"LommelSKOff","alsenysalifouc8","follower"
"RghadSaddam","alsharqiyatv","follower"
"SaharZand","alshiraz1","follower"
"AdilAbdAlMahdi","alsoumydaie","follower"
"mahlaghajaberi","alsreaei","follower"
"nourialmalikiiq","alsumariatv","following"
"MnMottaki","alsynya1","follower"
"SAGES_Updates","altaf_awan12","following"
"HaiderAlAbadi","altalqany79443","follower"
"nm","altendprod","following"
"fft_official","alterfutbol","follower"
"ColoradoRapids","altitudesr","following"
"ColoradoRapids","altitudetv","following"
"talaashe","altpress","following"
"aliyanazarbaeva","altynay1989","follower"
"AlBayanSports","alwahda_int","following"
"AlBayanSports","alwahdafcc","following"
"TheAFCCL","alwaslsc","following"
"AdilAbdAlMahdi","alyamaniyeen","follower"
"WeArePFL","alybor11","following"
"SportingKC","alytrostmartin","following"
"paydar","alzindiana","following"
"z_al","am_cinematheque","following"
"shayagoldoust","am2002rmost","follower"
"CameliaFard","amadei_paola","following"
"Firouz_Naderi","amaeibahar30792","follower"
"SayedModarresi","amalsaad_lb","following"
"nazaninarmanian","amanda_dgir","follower"
"V_and_A","amanda_vickery","follower"
"AshKoosha","amandaaskell","following"
"SabrinaGhayour","amandacactus","following"
"music","amandafarrell08","follower"
"sonitaalizadeh","amandafbelfast","follower"
"KavehAkbar","amandambarratt","following"
"AlimbayevYerlan","amandapric80160","follower"
"Jason_Jorjani","amandascott1978","follower"
"nahuelzn","amaniobiedat","follower"
"mahdirasuli_ir","amanirani73665","follower"
"RamitaNavai","amanpour","follower"
"PennHistory","amarchivepub","following"
"ColoradoRapids","amarielle46833","follower"
"aliyanazarbaeva","amasqar","follower"
"OAradwinwin","amazon","following"
"OAradwinwin","amazonhelp","following"
"talaashe","amazonnews","following"
"nazaninarmanian","amb_alkuwari","following"
"manizhe","ambarhamid","following"
"Nazli_Tabatabai","ambassadorjawad","follower"
"pouriazeraati","ambdermer","following"
"REZAphotography","ambfranceisrael","follower"
"AlimbayevYerlan","ambkazun","following"
"drdavidsamadi","amccarthyny","following"
"SAGES_Updates","amcollsurgeons","follower"
"SAGES_Updates","amcolsurgcancer","follower"
"kbarzeg","amconmag","follower"
"yashar","amdg_dad","follower"
"SepidehMoafi","amechiofozor","follower"
"KurdistanWatch","amedpost57851","follower"
"Islam","ameenah1968","following"
"alilarijani_ir","ameer24000","follower"
"Banisadr","amehrangi","follower"
"SayedModarresi","ameja","following"
"Banisadr","amelia50499","follower"
"GolinehAtai","ameliarouet","follower"
"nazaninarmanian","ameliavalcarcel","following"
"WORLDMUSICAWARD","americajungkook","following"
"Jason_Jorjani","americanalchmy","following"
"DinaNayeri","americanpurpose","following"
"ShazamAzam","americantheatre","follower"
"SohrabAhmari","americanwinning","follower"
"ShappiKhorsandi","americanxchgpod","following"
"CameliaFard","americaonsolana","following"
"CameliaFard","americapartyx","following"
"k_Mostafavi","amesjohnsonj","follower"
"Genomicien","amgenoncology","following"
"Nouriel","ami0560","follower"
"ShaunToub","ami2ai","follower"
"fereshtehmol","amidimim","follower"
"Firouz_Naderi","amiinmaleki","follower"
"HajipourShervin","amiirmamadd","follower"
"rambodjavan1","amikohs86144","follower"
"aliyanazarbaeva","amin__salih","follower"
"alilarijani_ir","amin02144304","follower"
"SamiBeigi","amin152r","follower"
"drpezeshkian","amin1648m","follower"
